message_id,text,label,category,source,date_collected,language
legit_170,Tuna mkutano wa kufundisha juu ya mbinu za usindikaji.,0,legitimate,manual_collection,2025-07-28,swahili
legit_101,Baba ameandika barua. Somela baadaye.,0,legitimate,manual_collection,2025-07-28,swahili
scam_366,"FOREX TRADING! Weka TSH 1,000,000 upate TSH 10,000,000 kwa siku 140 tu.",1,scam,manual_collection,2025-07-28,swahili
legit_271,Naomba uandike ripoti ya matokeo ya mtihani wa mwezi huu.,0,legitimate,manual_collection,2025-07-28,swahili
legit_502,Naomba ujaze fomu ya maombi ya msaada wa kiteknolojia wa kijiji.,0,legitimate,manual_collection,2025-07-28,swahili
scam_245,"Haraka! Mkeo amejeruhiwa. Hospitali inahitaji TSH 450,000 sasa hivi.",1,scam,manual_collection,2025-07-28,swahili
legit_331,Naomba ujaze fomu ya maombi ya msaada wa kiteknolojia wa shule.,0,legitimate,manual_collection,2025-07-28,swahili
scam_389,"Fursa ya biashara! Uongeze TSH 2,800,000 upate TSH 28,000,000 baada ya wiki 28.",1,scam,manual_collection,2025-07-28,swahili
legit_312,Tafadhali hakikisha unahudhuria semina ya walimu.,0,legitimate,manual_collection,2025-07-28,swahili
scam_452,"TCRA: Simu yako itafungwa. Tuma TSH 900,000 kwa renewal haraka.",1,scam,manual_collection,2025-07-28,swahili
scam_060,"Bahati nasibu! Umeshinda safari ya TSH 15,000,000. Tuma TSH 500,000 kwa malipo ya usajili.",1,scam,manual_collection,2025-07-28,swahili
scam_291,"EMERGENCY! Baba yako ameugua. Tuma TSH 650,000 kwa matibabu haraka.",1,scam,manual_collection,2025-07-28,swahili
scam_071,"Umeshinda TSH 18,000,000 katika mchezo wa Airtel. Piga *150*00# kuconfirm.",1,scam,manual_collection,2025-07-28,swahili
scam_345,"FOREX TRADING! Weka TSH 650,000 upate TSH 6,500,000 kwa siku 91 tu.",1,scam,manual_collection,2025-07-28,swahili
scam_185,"Airtel Money: Pokea TSH 20,000,000 bure. Tuma namba yako ya simu.",1,scam,manual_collection,2025-07-28,swahili
scam_142,"M-Pesa imekupa zawadi ya TSH 10,000,000. Piga *150*55# kuconfirm.",1,scam,manual_collection,2025-07-28,swahili
legit_466,Mwenyekiti ametumwa taarifa za mkutano wa watu wa kijiji.,0,legitimate,manual_collection,2025-07-28,swahili
scam_491,"TCRA: Simu yako itafungwa. Tuma TSH 2,200,000 kwa renewal haraka.",1,scam,manual_collection,2025-07-28,swahili
legit_147,Tafadhali hakikisha unakusanya data hii mapema.,0,legitimate,manual_collection,2025-07-28,swahili
scam_102,"JACKPOT! Umeshinda TSH 95,000,000. Malipo ya activation TSH 2,500,000 tu.",1,scam,manual_collection,2025-07-28,swahili
legit_516,Naomba ujaze fomu ya maombi ya msaada wa kiteknolojia wa kijiji.,0,legitimate,manual_collection,2025-07-28,swahili
legit_300,Wanfunzi watafanya mtihani wa kati wiki ijayo.,0,legitimate,manual_collection,2025-07-28,swahili
scam_307,"URGENT! Kaka yako amefariki. Tuma TSH 400,000 kwa mazishi 0756789012.",1,scam,manual_collection,2025-07-28,swahili
legit_046,Baba ametumwa salamu. Mruke salama.,0,legitimate,manual_collection,2025-07-28,swahili
scam_322,"Bitcoin investment! Tuma TSH 600,000 upate TSH 6,000,000 kwa mwezi 1.",1,scam,manual_collection,2025-07-28,swahili
legit_337,Mwalimu ametumwa taarifa za mkutano wa wazazi.,0,legitimate,manual_collection,2025-07-28,swahili
legit_214,Naomba uandike ripoti ya matokeo ya wiki hii.,0,legitimate,manual_collection,2025-07-28,swahili
legit_165,Tafadhali hakikisha unakamilisha kazi hii mapema.,0,legitimate,manual_collection,2025-07-28,swahili
legit_225,Tafadhali hakikisha unakamilisha kazi hii mapema.,0,legitimate,manual_collection,2025-07-28,swahili
scam_077,"JACKPOT! Umeshinda TSH 70,000,000. Malipo ya activation TSH 1,200,000 tu.",1,scam,manual_collection,2025-07-28,swahili
scam_193,"M-Pesa imekupa bonus ya TSH 35,000,000. Piga *184*44# kuconfirm sasa.",1,scam,manual_collection,2025-07-28,swahili
scam_087,"JACKPOT! Umeshinda TSH 80,000,000. Malipo ya activation TSH 1,800,000 tu.",1,scam,manual_collection,2025-07-28,swahili
scam_458,"TCRA: Simu yako itafungwa. Tuma TSH 1,100,000 kwa renewal haraka.",1,scam,manual_collection,2025-07-28,swahili
legit_528,Tafadhali hakikisha unakamilisha kazi ya kijiji mapema.,0,legitimate,manual_collection,2025-07-28,swahili
legit_367,Naomba ujaze fomu ya maombi ya msaada wa kifedha wa hospitali.,0,legitimate,manual_collection,2025-07-28,swahili
legit_235,Naomba ujaze fomu ya maombi ya msaada wa kiteknolojia wa kimataifa.,0,legitimate,manual_collection,2025-07-28,swahili
scam_310,"Bitcoin investment! Tuma TSH 200,000 upate TSH 2,000,000 kwa mwezi 1.",1,scam,manual_collection,2025-07-28,swahili
legit_227,Tuna mkutano wa kufuatilia maendeleo ya kampeni ya uzalishaji wa kimataifa.,0,legitimate,manual_collection,2025-07-28,swahili
legit_391,Naomba uandike ripoti ya matokeo ya uchunguzi wa wiki hii.,0,legitimate,manual_collection,2025-07-28,swahili
scam_360,"FOREX TRADING! Weka TSH 900,000 upate TSH 9,000,000 kwa siku 126 tu.",1,scam,manual_collection,2025-07-28,swahili
legit_100,Mama ametumwa salamu. Mruke salama.,0,legitimate,manual_collection,2025-07-28,swahili
scam_050,"Bahati nasibu! Umeshinda gari Land Rover. Tuma TSH 600,000 kwa delivery.",1,scam,manual_collection,2025-07-28,swahili
scam_200,"Airtel Money: Pokea TSH 25,500,000 bure. Tuma PIN yako kuconfirm.",1,scam,manual_collection,2025-07-28,swahili
legit_082,Kaka amepata ajira mpya. Tumefurahi sana.,0,legitimate,manual_collection,2025-07-28,swahili
legit_453,Naomba ujaze fomu ya maombi ya msaada wa kifedha wa kijiji.,0,legitimate,manual_collection,2025-07-28,swahili
legit_366,Daktari ametumwa taarifa za mkutano wa wagonjwa.,0,legitimate,manual_collection,2025-07-28,swahili
legit_478,Watu watafika kwenye mkutano wa kijiji saa moja baada ya saa saba.,0,legitimate,manual_collection,2025-07-28,swahili
legit_034,Dada yako amepata ajira. Tumeamini kwake.,0,legitimate,manual_collection,2025-07-28,swahili
legit_087,Mama amekuja ziara. Tutaonana leo.,0,legitimate,manual_collection,2025-07-28,swahili
scam_011,"Bahati yako leo! Umeshinda TSH 2,500,000. Malipo ya activation TSH 25,000 tu.",1,scam,manual_collection,2025-07-28,swahili
scam_515,"TCRA: Simu yako itafungwa. Tuma TSH 3,000,000 kwa renewal haraka.",1,scam,manual_collection,2025-07-28,swahili
legit_154,Naomba uandike ripoti ya matokeo ya mwezi huu.,0,legitimate,manual_collection,2025-07-28,swahili
legit_421,Tafadhali hakikisha unakamilisha kazi ya uchunguzi mapema.,0,legitimate,manual_collection,2025-07-28,swahili
scam_414,"FOREX TRADING! Weka TSH 2,600,000 upate TSH 26,000,000 kwa siku 252 tu.",1,scam,manual_collection,2025-07-28,swahili
legit_345,Naomba ujaze fomu ya maombi ya msaada wa kiteknolojia wa shule.,0,legitimate,manual_collection,2025-07-28,swahili
legit_120,Kaka yako amefika jijini. Tutaonana kesho.,0,legitimate,manual_collection,2025-07-28,swahili
legit_485,Watu watafika kwenye mkutano wa kijiji saa moja baada ya saa saba.,0,legitimate,manual_collection,2025-07-28,swahili
scam_371,"Fursa ya biashara! Uongeze TSH 2,200,000 upate TSH 22,000,000 baada ya wiki 22.",1,scam,manual_collection,2025-07-28,swahili
scam_410,"Fursa ya biashara! Uongeze TSH 3,500,000 upate TSH 35,000,000 baada ya wiki 35.",1,scam,manual_collection,2025-07-28,swahili
scam_446,"TCRA: Simu yako itafungwa. Tuma TSH 700,000 kwa renewal haraka.",1,scam,manual_collection,2025-07-28,swahili
scam_334,"Bitcoin investment! Tuma TSH 1,000,000 upate TSH 10,000,000 kwa mwezi 1.",1,scam,manual_collection,2025-07-28,swahili
legit_429,Daktari ametumwa taarifa za mkutano wa wagonjwa.,0,legitimate,manual_collection,2025-07-28,swahili
scam_211,"M-Pesa imekupa bonus ya TSH 50,000,000. Piga *184*77# kuconfirm sasa.",1,scam,manual_collection,2025-07-28,swahili
legit_503,Tuna mkutano wa kufundisha juu ya mabadiliko ya kijiji.,0,legitimate,manual_collection,2025-07-28,swahili
legit_005,Tafadhali niletee maji ya kunywa.,0,legitimate,manual_collection,2025-07-28,swahili
scam_089,"Hongera! Umeshinda TSH 20,000,000 katika mchezo wa Halotel. Piga *150*66# kuconfirm.",1,scam,manual_collection,2025-07-28,swahili
legit_217,Naomba ujaze taarifa za matumizi ya mwezi huu.,0,legitimate,manual_collection,2025-07-28,swahili
scam_351,"FOREX TRADING! Weka TSH 750,000 upate TSH 7,500,000 kwa siku 105 tu.",1,scam,manual_collection,2025-07-28,swahili
scam_219,"EMERGENCY! Baba yako amepata mshtuko wa moyo. Tuma TSH 700,000 kwa matibabu haraka.",1,scam,manual_collection,2025-07-28,swahili
legit_115,Dada amepata mteja mpya. Tumeamini kwake.,0,legitimate,manual_collection,2025-07-28,swahili
scam_278,"Haraka! Dada yako amepata mshtuko wa moyo. Hospitali inahitaji TSH 600,000 sasa hivi.",1,scam,manual_collection,2025-07-28,swahili
legit_180,Tafadhali hakikisha unahudhuria semina ya asubuhi.,0,legitimate,manual_collection,2025-07-28,swahili
legit_256,Tafadhali hakikisha unahudhuria semina ya walimu.,0,legitimate,manual_collection,2025-07-28,swahili
scam_214,"URGENT! Baba yako ameumwa vibaya. Tuma TSH 400,000 kwa matibabu 0712345678.",1,scam,manual_collection,2025-07-28,swahili
scam_097,"JACKPOT! Umeshinda TSH 90,000,000. Malipo ya activation TSH 2,000,000 tu.",1,scam,manual_collection,2025-07-28,swahili
scam_079,"Hongera! Umeshinda TSH 12,000,000 katika mchezo wa Zantel. Piga *150*33# kuconfirm.",1,scam,manual_collection,2025-07-28,swahili
legit_445,Tuna mkutano wa kufundisha juu ya mabadiliko ya matibabu.,0,legitimate,manual_collection,2025-07-28,swahili
scam_137,"Airtel Money: Pokea TSH 6,000,000 bure. Tuma namba yako ya simu.",1,scam,manual_collection,2025-07-28,swahili
scam_209,"Airtel Money: Pokea TSH 30,000,000 bure. Tuma namba yako ya simu.",1,scam,manual_collection,2025-07-28,swahili
legit_044,Kaka yako amefika jijini. Tutaonana kesho.,0,legitimate,manual_collection,2025-07-28,swahili
scam_358,"Bitcoin investment! Tuma TSH 1,800,000 upate TSH 18,000,000 kwa mwezi 1.",1,scam,manual_collection,2025-07-28,swahili
legit_216,Tafadhali hakikisha unahudhuria semina ya asubuhi.,0,legitimate,manual_collection,2025-07-28,swahili
legit_053,Mama amekuja ziara. Tutaonana leo.,0,legitimate,manual_collection,2025-07-28,swahili
scam_261,"EMERGENCY! Baba yako ameugua. Tuma TSH 600,000 kwa matibabu haraka.",1,scam,manual_collection,2025-07-28,swahili
legit_532,Tafadhali hakikisha unahudhuria mkutano wa watu wa kijiji.,0,legitimate,manual_collection,2025-07-28,swahili
scam_040,"Bahati nasibu! Umeshinda safari ya TSH 8,000,000. Tuma TSH 200,000 kwa malipo ya usajili.",1,scam,manual_collection,2025-07-28,swahili
scam_031,"Umeshinda TSH 3,000,000 katika mchezo wa TTCL. Piga *150*99# kuconfirm.",1,scam,manual_collection,2025-07-28,swahili
scam_459,"Serikali inakupa TSH 60,000,000 kwa maendeleo. Tuma namba yako ya simu.",1,scam,manual_collection,2025-07-28,swahili
scam_451,"Polisi: Umekosa kodi. Tuma TSH 1,900,000 faini au utakamatwa.",1,scam,manual_collection,2025-07-28,swahili
scam_055,"Bahati nasibu! Umeshinda gari Porsche. Tuma TSH 700,000 kwa delivery.",1,scam,manual_collection,2025-07-28,swahili
scam_024,"Hongera! Umeshinda TSH 10,000,000 katika mchezo wa Vodacom. Piga *149*00# kuconfirm.",1,scam,manual_collection,2025-07-28,swahili
legit_460,Naomba ujaze fomu ya maombi ya msaada wa kiteknolojia wa kijiji.,0,legitimate,manual_collection,2025-07-28,swahili
scam_114,"Tigo Pesa bonus! TSH 4,000,000 zinasubiri. Piga *150*88# haraka.",1,scam,manual_collection,2025-07-28,swahili
scam_110,"Airtel Money: Pokea TSH 1,500,000 bure. Tuma PIN yako kuconfirm.",1,scam,manual_collection,2025-07-28,swahili
legit_114,Baba ametumwa salamu. Mruke salama.,0,legitimate,manual_collection,2025-07-28,swahili
legit_450,Sherehe ya kitaifa ni tarehe 9 Desemba.,0,legitimate,manual_collection,2025-07-28,swahili
legit_433,Naomba uandike ripoti ya matokeo ya uchunguzi wa wiki hii.,0,legitimate,manual_collection,2025-07-28,swahili
scam_004,"Bahati nasibu! Umeshinda gari jipya. Malipo ya TSH 50,000 tu kuconfirm. Haraka!",1,scam,manual_collection,2025-07-28,swahili
scam_276,"EMERGENCY! Mama yako amepata ajali. Tuma TSH 400,000 kwa matibabu haraka.",1,scam,manual_collection,2025-07-28,swahili
legit_358,Tafadhali hakikisha unakamilisha kazi ya uchunguzi mapema.,0,legitimate,manual_collection,2025-07-28,swahili
legit_268,Naomba ujaze fomu ya maombi ya msaada wa kifedha wa shule.,0,legitimate,manual_collection,2025-07-28,swahili
legit_338,Naomba ujaze fomu ya maombi ya msaada wa kifedha wa shule.,0,legitimate,manual_collection,2025-07-28,swahili
legit_070,Mama amekuja ziara. Tutaonana leo.,0,legitimate,manual_collection,2025-07-28,swahili
legit_121,Mama amekuja ziara. Tutaonana leo.,0,legitimate,manual_collection,2025-07-28,swahili
legit_183,Tafadhali hakikisha unakusanya data hii mapema.,0,legitimate,manual_collection,2025-07-28,swahili
legit_423,Naomba ujaze fomu ya maombi ya msaada wa kifedha wa hospitali.,0,legitimate,manual_collection,2025-07-28,swahili
scam_399,"FOREX TRADING! Weka TSH 2,100,000 upate TSH 21,000,000 kwa siku 217 tu.",1,scam,manual_collection,2025-07-28,swahili
legit_054,Baba amepata kazi mpya. Tumefurahi sana.,0,legitimate,manual_collection,2025-07-28,swahili
scam_406,"Bitcoin investment! Tuma TSH 3,400,000 upate TSH 34,000,000 kwa mwezi 1.",1,scam,manual_collection,2025-07-28,swahili
scam_175,"M-Pesa imekupa bonus ya TSH 20,000,000. Piga *184*11# kuconfirm sasa.",1,scam,manual_collection,2025-07-28,swahili
legit_462,Tafadhali hakikisha unahudhuria mkutano wa watu wa kijiji.,0,legitimate,manual_collection,2025-07-28,swahili
scam_059,"Hongera! Umeshinda TSH 6,000,000 katika mchezo wa Halotel. Piga *150*44# kuconfirm.",1,scam,manual_collection,2025-07-28,swahili
scam_266,"Haraka! Dada yako amepata mshtuko wa moyo. Hospitali inahitaji TSH 500,000 sasa hivi.",1,scam,manual_collection,2025-07-28,swahili
scam_064,"Hongera! Umeshinda TSH 7,000,000 katika mchezo wa Zantel. Piga *150*66# kuconfirm.",1,scam,manual_collection,2025-07-28,swahili
legit_016,Nimepata matatizo na gari. Nita-chelewa kidogo.,0,legitimate,manual_collection,2025-07-28,swahili
scam_262,"URGENT! Mjane wako amepata mshtuko wa moyo. Tuma TSH 700,000 kwa matibabu 0789012345.",1,scam,manual_collection,2025-07-28,swahili
scam_101,"Umeshinda TSH 45,000,000 katika mchezo wa Airtel. Piga *150*00# kuconfirm.",1,scam,manual_collection,2025-07-28,swahili
scam_466,"Polisi: Umekosa kodi. Tuma TSH 2,900,000 faini au utakamatwa.",1,scam,manual_collection,2025-07-28,swahili
scam_300,"EMERGENCY! Mama yako amepata ajali. Tuma TSH 450,000 kwa matibabu haraka.",1,scam,manual_collection,2025-07-28,swahili
legit_099,Kaka amepata ajira mpya. Tumefurahi sana.,0,legitimate,manual_collection,2025-07-28,swahili
scam_179,"Airtel Money: Pokea TSH 18,000,000 bure. Tuma namba yako ya simu.",1,scam,manual_collection,2025-07-28,swahili
legit_471,Watu watafika kwenye mkutano wa kijiji saa moja baada ya saa saba.,0,legitimate,manual_collection,2025-07-28,swahili
legit_487,Mwenyekiti ametumwa taarifa za mkutano wa watu wa kijiji.,0,legitimate,manual_collection,2025-07-28,swahili
scam_140,"Airtel Money: Pokea TSH 6,500,000 bure. Tuma PIN yako kuconfirm.",1,scam,manual_collection,2025-07-28,swahili
legit_243,Tafadhali hakikisha unakusanya data hii mapema.,0,legitimate,manual_collection,2025-07-28,swahili
scam_169,"M-Pesa imekupa bonus ya TSH 15,000,000. Piga *184*00# kuconfirm sasa.",1,scam,manual_collection,2025-07-28,swahili
scam_067,"JACKPOT! Umeshinda TSH 60,000,000. Malipo ya activation TSH 900,000 tu.",1,scam,manual_collection,2025-07-28,swahili
scam_257,"Haraka! Mkeo amejeruhiwa. Hospitali inahitaji TSH 700,000 sasa hivi.",1,scam,manual_collection,2025-07-28,swahili
scam_068,"Zawadi kubwa! Umeshinda nyumba ya TSH 120,000,000. Tuma TSH 1,200,000 kwa malipo ya usajili.",1,scam,manual_collection,2025-07-28,swahili
scam_448,"Polisi: Umekosa kodi. Tuma TSH 1,700,000 faini au utakamatwa.",1,scam,manual_collection,2025-07-28,swahili
scam_013,"Mchezo wa bahati! Bank inakupa loan ya TSH 5,000,000 bila dhamana. Piga sasa!",1,scam,manual_collection,2025-07-28,swahili
legit_027,Kaka yako amefika jijini. Tutaonana kesho.,0,legitimate,manual_collection,2025-07-28,swahili
scam_320,"Fursa ya biashara! Uongeze TSH 500,000 upate TSH 5,000,000 baada ya wiki 5.",1,scam,manual_collection,2025-07-28,swahili
scam_478,"Polisi: Umekosa kodi. Tuma TSH 3,700,000 faini au utakamatwa.",1,scam,manual_collection,2025-07-28,swahili
legit_350,Dawa zako ziko tayari. Zichukue chemisini.,0,legitimate,manual_collection,2025-07-28,swahili
legit_061,Kaka yako amefika jijini. Tutaonana kesho.,0,legitimate,manual_collection,2025-07-28,swahili
scam_335,"Fursa ya biashara! Uongeze TSH 1,000,000 upate TSH 10,000,000 baada ya wiki 10.",1,scam,manual_collection,2025-07-28,swahili
scam_287,"Haraka! Mkeo amejeruhiwa. Hospitali inahitaji TSH 600,000 sasa hivi.",1,scam,manual_collection,2025-07-28,swahili
legit_156,Tafadhali hakikisha unahudhuria semina ya kesho.,0,legitimate,manual_collection,2025-07-28,swahili
scam_324,"FOREX TRADING! Weka TSH 300,000 upate TSH 3,000,000 kwa siku 42 tu.",1,scam,manual_collection,2025-07-28,swahili
legit_374,Naomba ujaze fomu ya maombi ya msaada wa kiteknolojia wa hospitali.,0,legitimate,manual_collection,2025-07-28,swahili
legit_021,Habari za jioni. Umefika nyumbani salama?,0,legitimate,manual_collection,2025-07-28,swahili
legit_370,Naomba uandike ripoti ya matokeo ya uchunguzi wa mwezi huu.,0,legitimate,manual_collection,2025-07-28,swahili
legit_420,Wagonjwa watafika hospitalini saa moja baada ya saa saba.,0,legitimate,manual_collection,2025-07-28,swahili
scam_500,"TCRA: Simu yako itafungwa. Tuma TSH 2,500,000 kwa renewal haraka.",1,scam,manual_collection,2025-07-28,swahili
legit_074,Habari za jioni. Umefika nyumbani salama?,0,legitimate,manual_collection,2025-07-28,swahili
legit_069,Kaka yako amefika jijini. Tutaonana kesho.,0,legitimate,manual_collection,2025-07-28,swahili
scam_003,"Congratulations! You have won $10,000 USD. Send your details to claim prize now!",1,scam,manual_collection,2025-07-28,swahili
scam_495,"Serikali inakupa TSH 120,000,000 kwa maendeleo. Tuma namba yako ya simu.",1,scam,manual_collection,2025-07-28,swahili
scam_238,"URGENT! Mjane wako amepata mshtuko wa moyo. Tuma TSH 550,000 kwa matibabu 0790123456.",1,scam,manual_collection,2025-07-28,swahili
legit_533,Naomba uandike ripoti ya matokeo ya mkutano wa kijiji.,0,legitimate,manual_collection,2025-07-28,swahili
legit_401,Daktari ametumwa taarifa za mkutano wa wagonjwa.,0,legitimate,manual_collection,2025-07-28,swahili
scam_328,"Bitcoin investment! Tuma TSH 800,000 upate TSH 8,000,000 kwa mwezi 1.",1,scam,manual_collection,2025-07-28,swahili
scam_468,"Serikali inakupa TSH 75,000,000 kwa maendeleo. Tuma kitambulisho chako.",1,scam,manual_collection,2025-07-28,swahili
legit_279,Wanfunzi watafika shuleni saa moja baada ya saa saba.,0,legitimate,manual_collection,2025-07-28,swahili
legit_014,Nimepata taarifa muhimu. Nitakushare baadaye.,0,legitimate,manual_collection,2025-07-28,swahili
scam_347,"Fursa ya biashara! Uongeze TSH 1,400,000 upate TSH 14,000,000 baada ya wiki 14.",1,scam,manual_collection,2025-07-28,swahili
scam_483,"Serikali inakupa TSH 100,000,000 kwa maendeleo. Tuma namba yako ya simu.",1,scam,manual_collection,2025-07-28,swahili
legit_067,Baba ameandika barua. Somela baadaye.,0,legitimate,manual_collection,2025-07-28,swahili
legit_077,Dada yako amepata ajira. Tumeamini kwake.,0,legitimate,manual_collection,2025-07-28,swahili
scam_440,"TCRA: Simu yako itafungwa. Tuma TSH 500,000 kwa renewal haraka.",1,scam,manual_collection,2025-07-28,swahili
scam_309,"FOREX TRADING! Weka TSH 50,000 upate TSH 500,000 kwa siku 7 tu.",1,scam,manual_collection,2025-07-28,swahili
legit_289,Naomba ujaze fomu ya maombi ya msaada wa kiteknolojia wa shule.,0,legitimate,manual_collection,2025-07-28,swahili
scam_508,"Polisi: Umekosa kodi. Tuma TSH 5,700,000 faini au utakamatwa.",1,scam,manual_collection,2025-07-28,swahili
scam_232,"URGENT! Mjane wako amepata ajali. Tuma TSH 400,000 kwa matibabu 0778901234.",1,scam,manual_collection,2025-07-28,swahili
legit_454,Tuna mkutano wa kufundisha juu ya mbinu mpya za maendeleo ya kijiji.,0,legitimate,manual_collection,2025-07-28,swahili
legit_085,Dada yako amepata ajira. Tumeamini kwake.,0,legitimate,manual_collection,2025-07-28,swahili
legit_146,Tuna mkutano wa kufundisha juu ya bidhaa mpya.,0,legitimate,manual_collection,2025-07-28,swahili
legit_493,Tafadhali hakikisha unakamilisha kazi ya kijiji mapema.,0,legitimate,manual_collection,2025-07-28,swahili
legit_399,Wagonjwa watafika hospitalini saa moja baada ya saa saba.,0,legitimate,manual_collection,2025-07-28,swahili
scam_315,"FOREX TRADING! Weka TSH 150,000 upate TSH 1,500,000 kwa siku 21 tu.",1,scam,manual_collection,2025-07-28,swahili
scam_107,"JACKPOT! Umeshinda TSH 100,000,000. Malipo ya activation TSH 3,000,000 tu.",1,scam,manual_collection,2025-07-28,swahili
legit_056,Chakula cha jioni kiko tayari. Karibu nyumbani.,0,legitimate,manual_collection,2025-07-28,swahili
scam_056,"Umeshinda TSH 9,000,000 katika mchezo wa Airtel. Piga *150*88# kuconfirm.",1,scam,manual_collection,2025-07-28,swahili
scam_121,"M-Pesa imekupa bonus ya TSH 4,000,000. Piga *184*22# kuconfirm sasa.",1,scam,manual_collection,2025-07-28,swahili
legit_084,Baba ameandika barua. Somela baadaye.,0,legitimate,manual_collection,2025-07-28,swahili
scam_026,"Umeshinda TSH 5,000,000 katika mchezo wa Airtel. Piga *150*33# kuconfirm.",1,scam,manual_collection,2025-07-28,swahili
scam_073,"Zawadi kubwa! Umeshinda safari ya TSH 25,000,000. Tuma TSH 700,000 kwa malipo ya usajili.",1,scam,manual_collection,2025-07-28,swahili
scam_431,"TCRA: Simu yako itafungwa. Tuma TSH 200,000 kwa renewal haraka.",1,scam,manual_collection,2025-07-28,swahili
scam_045,"Bahati nasibu! Umeshinda safari ya TSH 9,000,000. Tuma TSH 300,000 kwa malipo ya usajili.",1,scam,manual_collection,2025-07-28,swahili
scam_297,"EMERGENCY! Baba yako ameugua. Tuma TSH 550,000 kwa matibabu haraka.",1,scam,manual_collection,2025-07-28,swahili
scam_329,"Fursa ya biashara! Uongeze TSH 800,000 upate TSH 8,000,000 baada ya wiki 8.",1,scam,manual_collection,2025-07-28,swahili
scam_248,"Haraka! Dada yako amepata ajali. Hospitali inahitaji TSH 650,000 sasa hivi.",1,scam,manual_collection,2025-07-28,swahili
scam_337,"Bitcoin investment! Tuma TSH 1,100,000 upate TSH 11,000,000 kwa mwezi 1.",1,scam,manual_collection,2025-07-28,swahili
scam_352,"Bitcoin investment! Tuma TSH 1,600,000 upate TSH 16,000,000 kwa mwezi 1.",1,scam,manual_collection,2025-07-28,swahili
scam_463,"Polisi: Umekosa kodi. Tuma TSH 2,700,000 faini au utakamatwa.",1,scam,manual_collection,2025-07-28,swahili
legit_035,Kaka yako amefika jijini. Tutaonana kesho.,0,legitimate,manual_collection,2025-07-28,swahili
legit_444,Naomba ujaze fomu ya maombi ya msaada wa kiteknolojia wa hospitali.,0,legitimate,manual_collection,2025-07-28,swahili
legit_008,Nimepoteza namba yako. Tafadhali nipa tena.,0,legitimate,manual_collection,2025-07-28,swahili
scam_381,"FOREX TRADING! Weka TSH 1,500,000 upate TSH 15,000,000 kwa siku 175 tu.",1,scam,manual_collection,2025-07-28,swahili
legit_178,Naomba uandike ripoti ya matokeo ya mwezi huu.,0,legitimate,manual_collection,2025-07-28,swahili
legit_024,Mama amekuja ziara. Tutaonana leo.,0,legitimate,manual_collection,2025-07-28,swahili
scam_441,"Serikali inakupa TSH 30,000,000 kwa maendeleo. Tuma namba yako ya simu.",1,scam,manual_collection,2025-07-28,swahili
legit_106,Naomba unipigie simu ukimaliza kazi.,0,legitimate,manual_collection,2025-07-28,swahili
scam_210,"Tigo Pesa bonus! TSH 19,500,000 zinasubiri. Piga *150*66# haraka.",1,scam,manual_collection,2025-07-28,swahili
legit_372,Tafadhali hakikisha unakamilisha kazi ya uchunguzi mapema.,0,legitimate,manual_collection,2025-07-28,swahili
legit_496,Tuna mkutano wa kufundisha juu ya mbinu mpya za maendeleo ya kijiji.,0,legitimate,manual_collection,2025-07-28,swahili
scam_372,"FOREX TRADING! Weka TSH 1,200,000 upate TSH 12,000,000 kwa siku 154 tu.",1,scam,manual_collection,2025-07-28,swahili
